"","year","state","party_simplified","candidatevotes","totalvotes"
"458",1988,"WYOMING","REPUBLICAN",91143,180964
"459",1990,"ALABAMA","DEMOCRAT",717814,1185154
"460",1990,"ALABAMA","REPUBLICAN",467190,1185154
"461",1990,"ALASKA","DEMOCRAT",61152,189957
"462",1990,"ALASKA","REPUBLICAN",125806,189957
"463",1990,"ARKANSAS","DEMOCRAT",493910,494735
"464",1990,"COLORADO","REPUBLICAN",569048,1022027
"465",1990,"COLORADO","DEMOCRAT",425746,1022027
"466",1990,"DELAWARE","DEMOCRAT",112918,180157
"467",1990,"DELAWARE","REPUBLICAN",64554,180157
"468",1990,"GEORGIA","DEMOCRAT",1033439,1033439
"469",1990,"IDAHO","DEMOCRAT",122295,315936
"470",1990,"IDAHO","REPUBLICAN",193641,315936
"471",1990,"ILLINOIS","DEMOCRAT",2115377,3251005
"472",1990,"ILLINOIS","REPUBLICAN",1135628,3251005
"473",1990,"IOWA","DEMOCRAT",535975,983933
"474",1990,"IOWA","REPUBLICAN",446869,983933
"475",1990,"KANSAS","DEMOCRAT",207491,786235
"476",1990,"KANSAS","REPUBLICAN",578605,786235
"477",1990,"KENTUCKY","REPUBLICAN",478034,916010
"478",1990,"KENTUCKY","DEMOCRAT",437976,916010
"479",1990,"LOUISIANA","DEMOCRAT",1,1
"480",1990,"MAINE","REPUBLICAN",319167,520320
"481",1990,"MAINE","DEMOCRAT",201053,520320
"482",1990,"MASSACHUSETTS","DEMOCRAT",1321712,2424579
"483",1990,"MASSACHUSETTS","REPUBLICAN",992917,2424579
"484",1990,"MICHIGAN","DEMOCRAT",1471753,2560494
"485",1990,"MICHIGAN","REPUBLICAN",1055695,2560494
"486",1990,"MINNESOTA","REPUBLICAN",864375,1808045
"487",1990,"MINNESOTA","DEMOCRAT",911999,1808045
"488",1990,"MISSISSIPPI","REPUBLICAN",274244,274244
"489",1990,"MONTANA","DEMOCRAT",217563,319336
"490",1990,"MONTANA","REPUBLICAN",93836,319336
"491",1990,"NEBRASKA","REPUBLICAN",243013,593828
"492",1990,"NEBRASKA","DEMOCRAT",349779,593828
"493",1990,"NEW HAMPSHIRE","REPUBLICAN",189792,291393
"494",1990,"NEW HAMPSHIRE","DEMOCRAT",91299,291393
"495",1990,"NEW JERSEY","REPUBLICAN",918874,1938454
"496",1990,"NEW JERSEY","DEMOCRAT",977810,1938454
"497",1990,"NEW MEXICO","DEMOCRAT",110033,406938
"498",1990,"NEW MEXICO","REPUBLICAN",296712,406938
"499",1990,"NORTH CAROLINA","DEMOCRAT",981573,2069585
"500",1990,"NORTH CAROLINA","REPUBLICAN",1087331,2069585
"501",1990,"OKLAHOMA","REPUBLICAN",148814,884498
"502",1990,"OKLAHOMA","DEMOCRAT",735684,884498
"503",1990,"OREGON","REPUBLICAN",590095,1099255
"504",1990,"OREGON","DEMOCRAT",507743,1099255
"505",1990,"RHODE ISLAND","REPUBLICAN",138947,364062
"506",1990,"RHODE ISLAND","DEMOCRAT",225105,364062
"507",1990,"SOUTH CAROLINA","REPUBLICAN",482032,750716
"508",1990,"SOUTH CAROLINA","DEMOCRAT",244112,750716
"509",1990,"SOUTH DAKOTA","DEMOCRAT",116727,258976
"510",1990,"SOUTH DAKOTA","REPUBLICAN",135682,258976
"511",1990,"TENNESSEE","DEMOCRAT",530898,783922
"512",1990,"TENNESSEE","REPUBLICAN",233703,783922
"513",1990,"TEXAS","DEMOCRAT",1429986,3822157
"514",1990,"TEXAS","REPUBLICAN",2302357,3822157
"515",1990,"VIRGINIA","REPUBLICAN",876782,1083690
"516",1990,"WEST VIRGINIA","DEMOCRAT",276234,404305
"517",1990,"WEST VIRGINIA","REPUBLICAN",128071,404305
"518",1990,"WYOMING","REPUBLICAN",100784,157632
"519",1990,"WYOMING","DEMOCRAT",56848,157632
"520",1992,"ALABAMA","DEMOCRAT",1022698,1577799
"521",1992,"ALABAMA","REPUBLICAN",522015,1577799
"522",1992,"ALASKA","REPUBLICAN",127163,239714
"523",1992,"ALASKA","DEMOCRAT",92065,239714
"524",1992,"ARIZONA","DEMOCRAT",436321,1382051
"525",1992,"ARIZONA","REPUBLICAN",771395,1382051
"526",1992,"ARKANSAS","DEMOCRAT",553635,920008
"527",1992,"ARKANSAS","REPUBLICAN",366373,920008
"528",1992,"CALIFORNIA","DEMOCRAT",5173467,10799703
"529",1992,"CALIFORNIA","REPUBLICAN",4644182,10799703
"530",1992,"COLORADO","DEMOCRAT",803725,1552289
"531",1992,"COLORADO","REPUBLICAN",662893,1552289
"532",1992,"CONNECTICUT","REPUBLICAN",572036,1500661
"533",1992,"CONNECTICUT","DEMOCRAT",577662,1500661
"534",1992,"FLORIDA","REPUBLICAN",1716505,4962290
"535",1992,"FLORIDA","DEMOCRAT",3245565,4962290
"536",1992,"GEORGIA","DEMOCRAT",618877,1253991
"537",1992,"GEORGIA","DEMOCRAT",1108416,2251587
"538",1992,"GEORGIA","REPUBLICAN",1073282,2251587
"539",1992,"GEORGIA","REPUBLICAN",635114,1253991
"540",1992,"HAWAII","REPUBLICAN",97928,363662
"541",1992,"HAWAII","DEMOCRAT",208266,363662
"542",1992,"IDAHO","REPUBLICAN",270468,478504
"543",1992,"IDAHO","DEMOCRAT",208036,478504
"544",1992,"ILLINOIS","REPUBLICAN",2126833,4939558
"545",1992,"ILLINOIS","DEMOCRAT",2631229,4939558
"546",1992,"INDIANA","DEMOCRAT",900148,2211426
"547",1992,"INDIANA","REPUBLICAN",1267972,2211426
"548",1992,"IOWA","DEMOCRAT",351561,1292494
"549",1992,"IOWA","REPUBLICAN",899761,1292494
"550",1992,"KANSAS","REPUBLICAN",706246,1126447
"551",1992,"KANSAS","DEMOCRAT",349525,1126447
"552",1992,"KENTUCKY","REPUBLICAN",476604,1330858
"553",1992,"KENTUCKY","DEMOCRAT",836888,1330858
"554",1992,"LOUISIANA","DEMOCRAT",1,1
"555",1992,"MARYLAND","DEMOCRAT",1307610,1841298
"556",1992,"MARYLAND","REPUBLICAN",533688,1841298
"557",1992,"MISSOURI","REPUBLICAN",1221901,2354916
"558",1992,"MISSOURI","DEMOCRAT",1057967,2354916
"559",1992,"NEVADA","REPUBLICAN",199413,495887
"560",1992,"NEVADA","DEMOCRAT",253150,495887
"561",1992,"NEW HAMPSHIRE","REPUBLICAN",249591,518170
"562",1992,"NEW HAMPSHIRE","DEMOCRAT",234982,518170
"563",1992,"NEW YORK","REPUBLICAN",2652822,7078805
"564",1992,"NEW YORK","DEMOCRAT",2943001,7078805
"565",1992,"NORTH CAROLINA","DEMOCRAT",1194015,2577891
"566",1992,"NORTH CAROLINA","REPUBLICAN",1297892,2577891
"567",1992,"NORTH DAKOTA","DEMOCRAT",179347,303957
"568",1992,"NORTH DAKOTA","REPUBLICAN",118162,303957
"569",1992,"OHIO","DEMOCRAT",2444419,4793953
"570",1992,"OHIO","REPUBLICAN",2028300,4793953
"571",1992,"OKLAHOMA","REPUBLICAN",757876,1294423
"572",1992,"OKLAHOMA","DEMOCRAT",494350,1294423
"573",1992,"OREGON","DEMOCRAT",639851,1376033
"574",1992,"OREGON","REPUBLICAN",717455,1376033
"575",1992,"PENNSYLVANIA","DEMOCRAT",2224966,4802410
"576",1992,"PENNSYLVANIA","REPUBLICAN",2358125,4802410
"577",1992,"SOUTH CAROLINA","REPUBLICAN",554175,1180438
"578",1992,"SOUTH CAROLINA","DEMOCRAT",591030,1180438
"579",1992,"SOUTH DAKOTA","DEMOCRAT",217095,334495
"580",1992,"SOUTH DAKOTA","REPUBLICAN",108733,334495
"581",1992,"UTAH","REPUBLICAN",420069,758479
"582",1992,"UTAH","DEMOCRAT",301228,758479
"583",1992,"VERMONT","DEMOCRAT",154762,285739
"584",1992,"VERMONT","REPUBLICAN",123854,285739
"585",1992,"WASHINGTON","REPUBLICAN",1020829,2218802
"586",1992,"WASHINGTON","DEMOCRAT",1197973,2218802
"587",1992,"WISCONSIN","REPUBLICAN",1129599,2455124
"588",1992,"WISCONSIN","DEMOCRAT",1290662,2455124
"589",1994,"ARIZONA","DEMOCRAT",442510,1119060
"590",1994,"ARIZONA","REPUBLICAN",600999,1119060
"591",1994,"CALIFORNIA","DEMOCRAT",3979152,8514089
"592",1994,"CALIFORNIA","REPUBLICAN",3817025,8514089
"593",1994,"CONNECTICUT","REPUBLICAN",334833,1079664
"594",1994,"CONNECTICUT","DEMOCRAT",443793,1079664
"595",1994,"DELAWARE","REPUBLICAN",111074,199000
"596",1994,"DELAWARE","DEMOCRAT",84540,199000
"597",1994,"FLORIDA","REPUBLICAN",2895200,4106816
"598",1994,"FLORIDA","DEMOCRAT",1210577,4106816
"599",1994,"HAWAII","DEMOCRAT",256189,356902
"600",1994,"HAWAII","REPUBLICAN",86320,356902
"601",1994,"INDIANA","REPUBLICAN",1039625,1543568
"602",1994,"INDIANA","DEMOCRAT",470799,1543568
"603",1994,"MAINE","REPUBLICAN",308244,511733
"604",1994,"MAINE","DEMOCRAT",186042,511733
"605",1994,"MARYLAND","REPUBLICAN",559908,1369101
"606",1994,"MARYLAND","DEMOCRAT",809125,1369101
"607",1994,"MASSACHUSETTS","REPUBLICAN",894000,2179945
"608",1994,"MASSACHUSETTS","DEMOCRAT",1265997,2179945
"609",1994,"MICHIGAN","REPUBLICAN",1578770,3043385
"610",1994,"MICHIGAN","DEMOCRAT",1300960,3043385
"611",1994,"MINNESOTA","REPUBLICAN",869653,1772929
"612",1994,"MINNESOTA","DEMOCRAT",781860,1772929
"613",1994,"MISSISSIPPI","REPUBLICAN",418333,608085
"614",1994,"MISSISSIPPI","DEMOCRAT",189752,608085
"615",1994,"MISSOURI","DEMOCRAT",633697,1775116
"616",1994,"MISSOURI","REPUBLICAN",1060149,1775116
"617",1994,"MONTANA","DEMOCRAT",131845,350387
"618",1994,"MONTANA","REPUBLICAN",218542,350387
"619",1994,"NEBRASKA","REPUBLICAN",260668,579205
"620",1994,"NEBRASKA","DEMOCRAT",317297,579205
"621",1994,"NEVADA","REPUBLICAN",156020,380530
"622",1994,"NEVADA","DEMOCRAT",193804,380530
"623",1994,"NEW JERSEY","REPUBLICAN",966244,2054887
"624",1994,"NEW JERSEY","DEMOCRAT",1033487,2054887
"625",1994,"NEW MEXICO","REPUBLICAN",213025,463196
"626",1994,"NEW MEXICO","DEMOCRAT",249989,463196
"627",1994,"NEW YORK","DEMOCRAT",2528387,5328486
"628",1994,"NEW YORK","REPUBLICAN",1711760,5328486
"629",1994,"NORTH DAKOTA","DEMOCRAT",137157,236547
"630",1994,"NORTH DAKOTA","REPUBLICAN",99390,236547
"631",1994,"OHIO","DEMOCRAT",1348213,3436884
"632",1994,"OHIO","REPUBLICAN",1836556,3436884
"633",1994,"PENNSYLVANIA","REPUBLICAN",1735691,3513361
"634",1994,"PENNSYLVANIA","DEMOCRAT",1648481,3513361
"635",1994,"RHODE ISLAND","DEMOCRAT",122532,345388
"636",1994,"RHODE ISLAND","REPUBLICAN",222856,345388
"637",1994,"TENNESSEE","DEMOCRAT",623164,1480391
"638",1994,"TENNESSEE","REPUBLICAN",834226,1480391
"639",1994,"TEXAS","DEMOCRAT",1639615,4279940
"640",1994,"TEXAS","REPUBLICAN",2604218,4279940
"641",1994,"UTAH","REPUBLICAN",357297,519304
"642",1994,"UTAH","DEMOCRAT",146938,519304
"643",1994,"VERMONT","REPUBLICAN",106505,211672
"644",1994,"VERMONT","DEMOCRAT",85868,211672
"645",1994,"VIRGINIA","DEMOCRAT",938376,2057463
"646",1994,"VIRGINIA","REPUBLICAN",882213,2057463
"647",1994,"WASHINGTON","REPUBLICAN",947821,1700173
"648",1994,"WASHINGTON","DEMOCRAT",752352,1700173
"649",1994,"WEST VIRGINIA","DEMOCRAT",290495,420936
"650",1994,"WEST VIRGINIA","REPUBLICAN",130441,420936
"651",1994,"WISCONSIN","DEMOCRAT",912662,1565628
"652",1994,"WISCONSIN","REPUBLICAN",636989,1565628
"653",1994,"WYOMING","REPUBLICAN",118754,201710
"654",1994,"WYOMING","DEMOCRAT",79287,201710
"655",1996,"ALABAMA","DEMOCRAT",681651,1499393
"656",1996,"ALABAMA","REPUBLICAN",786436,1499393
"657",1996,"ALASKA","DEMOCRAT",23977,231916
"658",1996,"ALASKA","REPUBLICAN",177893,231916
"659",1996,"ARKANSAS","DEMOCRAT",400241,846183
"660",1996,"ARKANSAS","REPUBLICAN",445942,846183
"661",1996,"COLORADO","DEMOCRAT",667600,1459601
"662",1996,"COLORADO","REPUBLICAN",750315,1459601
"663",1996,"DELAWARE","REPUBLICAN",105088,275591
"664",1996,"DELAWARE","DEMOCRAT",165465,275591
"665",1996,"GEORGIA","REPUBLICAN",1073969,2259224
"666",1996,"GEORGIA","DEMOCRAT",1103993,2259224
"667",1996,"IDAHO","REPUBLICAN",283532,497233
"668",1996,"IDAHO","DEMOCRAT",198422,497233
"669",1996,"ILLINOIS","REPUBLICAN",1728824,4250722
"670",1996,"ILLINOIS","DEMOCRAT",2384028,4250722
"671",1996,"IOWA","DEMOCRAT",634166,1224054
"672",1996,"IOWA","REPUBLICAN",571807,1224054
"673",1996,"KANSAS","REPUBLICAN",652677,1052300
"674",1996,"KANSAS","DEMOCRAT",362380,1052300
"675",1996,"KENTUCKY","REPUBLICAN",724794,1307046
"676",1996,"KENTUCKY","DEMOCRAT",560012,1307046
"677",1996,"LOUISIANA","REPUBLICAN",847157,1700102
"678",1996,"LOUISIANA","DEMOCRAT",852945,1700102
"679",1996,"MAINE","DEMOCRAT",266226,606777
"680",1996,"MAINE","REPUBLICAN",298422,606777
"681",1996,"MASSACHUSETTS","DEMOCRAT",1334135,2555942
"682",1996,"MASSACHUSETTS","REPUBLICAN",1143120,2555942
"683",1996,"MICHIGAN","DEMOCRAT",2195738,3762575
"684",1996,"MICHIGAN","REPUBLICAN",1500106,3762575
"685",1996,"MINNESOTA","REPUBLICAN",901194,2182905
"686",1996,"MINNESOTA","DEMOCRAT",1098430,2182905
"687",1996,"MISSISSIPPI","REPUBLICAN",624154,878662
"688",1996,"MISSISSIPPI","DEMOCRAT",240647,878662
"689",1996,"MONTANA","REPUBLICAN",182111,407490
"690",1996,"MONTANA","DEMOCRAT",201935,407490
"691",1996,"NEBRASKA","DEMOCRAT",281904,661837
"692",1996,"NEBRASKA","REPUBLICAN",379933,661837
"693",1996,"NEW HAMPSHIRE","REPUBLICAN",242257,491873
"694",1996,"NEW HAMPSHIRE","DEMOCRAT",227355,491873
"695",1996,"NEW JERSEY","REPUBLICAN",1227351,2883466
"696",1996,"NEW JERSEY","DEMOCRAT",1519154,2883466
"697",1996,"NEW MEXICO","REPUBLICAN",357171,551821
"698",1996,"NEW MEXICO","DEMOCRAT",164356,551821
"699",1996,"NORTH CAROLINA","REPUBLICAN",1345833,2556456
"700",1996,"NORTH CAROLINA","DEMOCRAT",1173875,2556456
"701",1996,"OKLAHOMA","REPUBLICAN",670610,1183150
"702",1996,"OKLAHOMA","DEMOCRAT",474162,1183150
"703",1996,"OREGON","DEMOCRAT",624370,1360230
"704",1996,"OREGON","REPUBLICAN",677336,1360230
"705",1996,"RHODE ISLAND","DEMOCRAT",230676,364371
"706",1996,"RHODE ISLAND","REPUBLICAN",127368,364371
"707",1996,"SOUTH CAROLINA","REPUBLICAN",619859,1161231
"708",1996,"SOUTH CAROLINA","DEMOCRAT",510951,1161231
"709",1996,"SOUTH DAKOTA","REPUBLICAN",157954,324487
"710",1996,"SOUTH DAKOTA","DEMOCRAT",166533,324487
"711",1996,"TENNESSEE","REPUBLICAN",1091554,1778664
"712",1996,"TENNESSEE","DEMOCRAT",654937,1778664
"713",1996,"TEXAS","DEMOCRAT",2428776,5527441
"714",1996,"TEXAS","REPUBLICAN",3027680,5527441
"715",1996,"VIRGINIA","REPUBLICAN",1235744,2354715
"716",1996,"VIRGINIA","DEMOCRAT",1115982,2354715
"717",1996,"WEST VIRGINIA","DEMOCRAT",456526,595614
"718",1996,"WEST VIRGINIA","REPUBLICAN",139088,595614
"719",1996,"WYOMING","REPUBLICAN",114116,211077
"720",1996,"WYOMING","DEMOCRAT",89103,211077
"721",1998,"ALABAMA","REPUBLICAN",817973,1293405
"722",1998,"ALABAMA","DEMOCRAT",474568,1293405
"723",1998,"ALASKA","REPUBLICAN",165227,221807
"724",1998,"ALASKA","DEMOCRAT",43743,221807
"725",1998,"ARIZONA","DEMOCRAT",275224,1013280
"726",1998,"ARIZONA","REPUBLICAN",696577,1013280
"727",1998,"ARKANSAS","REPUBLICAN",295870,700831
"728",1998,"ARKANSAS","DEMOCRAT",385878,700831
"729",1998,"CALIFORNIA","REPUBLICAN",3575078,8311905
"730",1998,"CALIFORNIA","DEMOCRAT",4410056,8311905
"731",1998,"COLORADO","REPUBLICAN",829370,1327235
"732",1998,"COLORADO","DEMOCRAT",464754,1327235
"733",1998,"CONNECTICUT","REPUBLICAN",312177,964457
"734",1998,"CONNECTICUT","DEMOCRAT",628306,964457
"735",1998,"FLORIDA","DEMOCRAT",2436407,3900162
"736",1998,"FLORIDA","REPUBLICAN",1463755,3900162
"737",1998,"GEORGIA","DEMOCRAT",791904,1753953
"738",1998,"GEORGIA","REPUBLICAN",918540,1753953
"739",1998,"HAWAII","DEMOCRAT",315252,398124
"740",1998,"HAWAII","REPUBLICAN",70964,398124
"741",1998,"IDAHO","REPUBLICAN",262966,378174
"742",1998,"IDAHO","DEMOCRAT",107375,378174
"743",1998,"ILLINOIS","REPUBLICAN",1709041,3394521
"744",1998,"ILLINOIS","DEMOCRAT",1610496,3394521
"745",1998,"INDIANA","DEMOCRAT",1012244,1588617
"746",1998,"INDIANA","REPUBLICAN",552732,1588617
"747",1998,"IOWA","REPUBLICAN",648480,947907
"748",1998,"IOWA","DEMOCRAT",289049,947907
"749",1998,"KANSAS","REPUBLICAN",474639,727236
"750",1998,"KANSAS","DEMOCRAT",229718,727236
"751",1998,"KENTUCKY","DEMOCRAT",563051,1145414
"752",1998,"KENTUCKY","REPUBLICAN",569817,1145414
"753",1998,"LOUISIANA","DEMOCRAT",9893,969165
"754",1998,"LOUISIANA","DEMOCRAT",620502,969165
"755",1998,"LOUISIANA","REPUBLICAN",306616,969165
"756",1998,"LOUISIANA","REPUBLICAN",7964,969165
"757",1998,"MARYLAND","DEMOCRAT",1062810,1507447
"758",1998,"MARYLAND","REPUBLICAN",444637,1507447
"759",1998,"MISSOURI","DEMOCRAT",690208,1576857
"760",1998,"MISSOURI","REPUBLICAN",830625,1576857
"761",1998,"NEVADA","REPUBLICAN",208220,435864
"762",1998,"NEVADA","DEMOCRAT",208621,435864
"763",1998,"NEW HAMPSHIRE","DEMOCRAT",88883,314696
"764",1998,"NEW HAMPSHIRE","REPUBLICAN",213477,314696
"765",1998,"NEW YORK","DEMOCRAT",2386314,4989877
"766",1998,"NEW YORK","REPUBLICAN",1680203,4989877
"767",1998,"NORTH CAROLINA","REPUBLICAN",945943,2012143
"768",1998,"NORTH CAROLINA","DEMOCRAT",1029237,2012143
"769",1998,"NORTH DAKOTA","REPUBLICAN",75013,213358
"770",1998,"NORTH DAKOTA","DEMOCRAT",134747,213358
"771",1998,"OHIO","REPUBLICAN",1922087,3404351
"772",1998,"OHIO","DEMOCRAT",1482054,3404351
"773",1998,"OKLAHOMA","REPUBLICAN",570682,859713
"774",1998,"OKLAHOMA","DEMOCRAT",268898,859713
"775",1998,"OREGON","REPUBLICAN",377739,1117747
"776",1998,"OREGON","DEMOCRAT",682425,1117747
"777",1998,"PENNSYLVANIA","DEMOCRAT",1028839,2957499
"778",1998,"PENNSYLVANIA","REPUBLICAN",1814180,2957499
"779",1998,"SOUTH CAROLINA","REPUBLICAN",488238,1069063
"780",1998,"SOUTH CAROLINA","DEMOCRAT",563377,1069063
"781",1998,"SOUTH DAKOTA","DEMOCRAT",162884,262111
"782",1998,"SOUTH DAKOTA","REPUBLICAN",95431,262111
"783",1998,"UTAH","DEMOCRAT",163172,494909
"784",1998,"UTAH","REPUBLICAN",316652,494909
"785",1998,"VERMONT","DEMOCRAT",154567,214036
"786",1998,"VERMONT","REPUBLICAN",48051,214036
"787",1998,"WASHINGTON","DEMOCRAT",1103184,1888561
"788",1998,"WASHINGTON","REPUBLICAN",785377,1888561
"789",1998,"WISCONSIN","REPUBLICAN",852272,1760836
"790",1998,"WISCONSIN","DEMOCRAT",890059,1760836
"791",2000,"ARIZONA","REPUBLICAN",1108196,1397076
"792",2000,"CALIFORNIA","REPUBLICAN",3886853,10623608
"793",2000,"CALIFORNIA","DEMOCRAT",5932522,10623608
"794",2000,"CONNECTICUT","DEMOCRAT",828902,1311261
"795",2000,"CONNECTICUT","REPUBLICAN",448077,1311261
"796",2000,"DELAWARE","DEMOCRAT",181566,326993
"797",2000,"DELAWARE","REPUBLICAN",142891,326993
"798",2000,"FLORIDA","DEMOCRAT",2989487,5856731
"799",2000,"FLORIDA","REPUBLICAN",2705348,5856731
"800",2000,"HAWAII","REPUBLICAN",84701,345623
"801",2000,"HAWAII","DEMOCRAT",251215,345623
"802",2000,"INDIANA","REPUBLICAN",1427944,2145209
"803",2000,"INDIANA","DEMOCRAT",683273,2145209
"804",2000,"MAINE","DEMOCRAT",197183,634872
"805",2000,"MAINE","REPUBLICAN",437689,634872
"806",2000,"MARYLAND","REPUBLICAN",715178,1946898
"807",2000,"MARYLAND","DEMOCRAT",1230013,1946898
"808",2000,"MASSACHUSETTS","DEMOCRAT",1889494,2734048
"809",2000,"MASSACHUSETTS","REPUBLICAN",334341,2734048
"810",2000,"MICHIGAN","DEMOCRAT",2061952,4167685
"811",2000,"MICHIGAN","REPUBLICAN",1994693,4167685
"812",2000,"MINNESOTA","DEMOCRAT",1181553,2419520
"813",2000,"MINNESOTA","REPUBLICAN",1047474,2419520
"814",2000,"MISSISSIPPI","REPUBLICAN",654941,994144
"815",2000,"MISSISSIPPI","DEMOCRAT",314090,994144
"816",2000,"MISSOURI","REPUBLICAN",1142852,2361586
"817",2000,"MISSOURI","DEMOCRAT",1191812,2361586
"818",2000,"MONTANA","DEMOCRAT",194430,411601
"819",2000,"MONTANA","REPUBLICAN",208082,411601
"820",2000,"NEBRASKA","REPUBLICAN",337977,692350
"821",2000,"NEBRASKA","DEMOCRAT",353093,692350
"822",2000,"NEVADA","REPUBLICAN",330687,600776
"823",2000,"NEVADA","DEMOCRAT",238260,600776
"824",2000,"NEW JERSEY","REPUBLICAN",1420267,3015662
"825",2000,"NEW JERSEY","DEMOCRAT",1511237,3015662
"826",2000,"NEW MEXICO","REPUBLICAN",225517,589526
"827",2000,"NEW MEXICO","DEMOCRAT",363744,589526
"828",2000,"NEW YORK","REPUBLICAN",2724589,6959662
"829",2000,"NEW YORK","DEMOCRAT",3562415,6959662
"830",2000,"NORTH DAKOTA","DEMOCRAT",176470,287539
"831",2000,"NORTH DAKOTA","REPUBLICAN",111069,287539
"832",2000,"OHIO","DEMOCRAT",1595066,4448801
"833",2000,"OHIO","REPUBLICAN",2665512,4448801
"834",2000,"PENNSYLVANIA","DEMOCRAT",2154908,4735116
"835",2000,"PENNSYLVANIA","REPUBLICAN",2481962,4735116
"836",2000,"RHODE ISLAND","DEMOCRAT",161023,391353
"837",2000,"RHODE ISLAND","REPUBLICAN",222588,391353
"838",2000,"TENNESSEE","DEMOCRAT",621152,1928613
"839",2000,"TENNESSEE","REPUBLICAN",1255444,1928613
"840",2000,"TEXAS","DEMOCRAT",2025024,6267964
"841",2000,"TEXAS","REPUBLICAN",4078954,6267964
"842",2000,"UTAH","DEMOCRAT",242569,769704
"843",2000,"UTAH","REPUBLICAN",504803,769704
"844",2000,"VERMONT","DEMOCRAT",73352,288500
"845",2000,"VERMONT","REPUBLICAN",189133,288500
"846",2000,"VIRGINIA","DEMOCRAT",1296093,2718301
"847",2000,"VIRGINIA","REPUBLICAN",1420460,2718301
"848",2000,"WASHINGTON","REPUBLICAN",1197208,2461379
"849",2000,"WASHINGTON","DEMOCRAT",1199437,2461379
"850",2000,"WEST VIRGINIA","DEMOCRAT",469215,603477
"851",2000,"WEST VIRGINIA","REPUBLICAN",121635,603477
"852",2000,"WISCONSIN","DEMOCRAT",1563238,2540083
"853",2000,"WISCONSIN","REPUBLICAN",940744,2540083
"854",2000,"WYOMING","REPUBLICAN",157622,213659
"855",2000,"WYOMING","DEMOCRAT",47087,213659
"856",2002,"ALABAMA","REPUBLICAN",792561,1353023
"857",2002,"ALABAMA","DEMOCRAT",538878,1353023
"858",2002,"ALASKA","REPUBLICAN",179438,229548
"859",2002,"ALASKA","DEMOCRAT",24133,229548
"860",2002,"ARKANSAS","REPUBLICAN",370735,804121
"861",2002,"ARKANSAS","DEMOCRAT",433386,804121
"862",2002,"COLORADO","REPUBLICAN",717893,1416082
"863",2002,"COLORADO","DEMOCRAT",648130,1416082
"864",2002,"DELAWARE","DEMOCRAT",135253,232314
"865",2002,"DELAWARE","REPUBLICAN",94793,232314
"866",2002,"GEORGIA","REPUBLICAN",1071352,2031604
"867",2002,"GEORGIA","DEMOCRAT",932422,2031604
"868",2002,"IDAHO","REPUBLICAN",266215,408544
"869",2002,"IDAHO","DEMOCRAT",132975,408544
"870",2002,"ILLINOIS","REPUBLICAN",1325703,3486851
"871",2002,"ILLINOIS","DEMOCRAT",2103766,3486851
"872",2002,"IOWA","REPUBLICAN",447892,1023075
"873",2002,"IOWA","DEMOCRAT",554278,1023075
"874",2002,"KANSAS","REPUBLICAN",641075,776850
"875",2002,"KENTUCKY","REPUBLICAN",731679,1131313
"876",2002,"KENTUCKY","DEMOCRAT",399634,1131313
"877",2002,"LOUISIANA","REPUBLICAN",119776,2481629
"878",2002,"LOUISIANA","REPUBLICAN",171752,2481629
"879",2002,"LOUISIANA","DEMOCRAT",638654,2481629
"880",2002,"LOUISIANA","DEMOCRAT",23553,2481629
"881",2002,"LOUISIANA","REPUBLICAN",596642,2481629
"882",2002,"LOUISIANA","REPUBLICAN",339506,2481629
"883",2002,"LOUISIANA","REPUBLICAN",1668,2481629
"884",2002,"LOUISIANA","DEMOCRAT",573347,2481629
"885",2002,"MAINE","REPUBLICAN",295041,504899
"886",2002,"MAINE","DEMOCRAT",209858,504899
"887",2002,"MASSACHUSETTS","DEMOCRAT",1605976,2220301
"888",2002,"MICHIGAN","DEMOCRAT",1896614,3129287
"889",2002,"MICHIGAN","REPUBLICAN",1185545,3129287
"890",2002,"MINNESOTA","REPUBLICAN",1116697,2254636
"891",2002,"MINNESOTA","DEMOCRAT",11381,2254636
"892",2002,"MINNESOTA","DEMOCRAT",1067246,2254636
"893",2002,"MISSISSIPPI","REPUBLICAN",533269,630495
"894",2002,"MONTANA","DEMOCRAT",204853,326537
"895",2002,"MONTANA","REPUBLICAN",103611,326537
"896",2002,"NEBRASKA","DEMOCRAT",70290,480217
"897",2002,"NEBRASKA","REPUBLICAN",397438,480217
"898",2002,"NEW HAMPSHIRE","DEMOCRAT",207478,447135
"899",2002,"NEW HAMPSHIRE","REPUBLICAN",227229,447135
"900",2002,"NEW JERSEY","REPUBLICAN",928439,2112604
"901",2002,"NEW JERSEY","DEMOCRAT",1138193,2112604
"902",2002,"NEW MEXICO","DEMOCRAT",168863,483056
"903",2002,"NEW MEXICO","REPUBLICAN",314193,483056
"904",2002,"NORTH CAROLINA","DEMOCRAT",1047983,2331181
"905",2002,"NORTH CAROLINA","REPUBLICAN",1248664,2331181
"906",2002,"OKLAHOMA","REPUBLICAN",583579,1018424
"907",2002,"OKLAHOMA","DEMOCRAT",369789,1018424
"908",2002,"OREGON","REPUBLICAN",712287,1267221
"909",2002,"OREGON","DEMOCRAT",501898,1267221
"910",2002,"RHODE ISLAND","DEMOCRAT",253774,323582
"911",2002,"RHODE ISLAND","REPUBLICAN",69808,323582
"912",2002,"SOUTH CAROLINA","REPUBLICAN",600010,1102912
